,item_id,title,brand,url,price_usd,original_price_usd,discount_percentage,discount_amount_usd,category_id,category_name,condition_id,condition_name,item_location_country_id,item_location_country,item_location_city,number_sold,number_available,seller_username,seller_positive_feedback_percentage,seller_feedback_score,shipped_to_ie,shipping_cost_usd,item_positive_feedback_percentage,marketplace_id,searching_marketplace,date_time
0,156397172176,Dyson Supersonic Hair Dryer For Women (Purple/Grey) Pristine Condition with Box,Dyson,https://www.ebay.com/itm/156397172176?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKnQ6mX4%2FPmKBeYJzMb5gGcWe4XuADH%2FrAwt5MWIa%2B9rYor9qpNXuiQHdlr6CLxio1S%2Fp3Dmh%2Fady6Lqqq56ETS2mRfMm2CuSrJ4zaclwuYGBRfAhgzgAk%2FaMChAH112d3g1nccZTtXOMW3sdw9iz12iZR7RY0h04DEwbmXoqkm6vKF5lTOb%2F8jM1j4otAifd5A%3D,258.66,,,,11858,Hair Dryers,3000,Used,GB,United Kingdom,Huntingdon,15,4,evajewellery,99.1,166,True,42.32,100.0,EBAY_GB,EBAY_IE,2024-11-18 13:07:16.179799
1,315431242732,Dyson Supersonic™ hair dryer (Vinca Blue /Rosé) - Refurbished,Dyson,https://www.ebay.com/itm/315431242732,242.41,,,,11858,Hair Dryers,2500,Seller refurbished,IE,Ireland,,28,18,dysonoutlet.ie,97.2,705,True,,100.0,EBAY_IE,EBAY_IE,2024-11-18 13:07:17.454765
2,315431242811,Dyson Supersonic™ hair dryer (Fuchsia/Fuchsia) - Refurbished,Dyson,https://www.ebay.com/itm/315431242811,242.41,,,,11858,Hair Dryers,2500,Seller refurbished,IE,Ireland,,22,40,dysonoutlet.ie,97.2,705,True,,75.0,EBAY_IE,EBAY_IE,2024-11-18 13:07:18.346403
3,305915288841,Dyson Supersonic Hair Dryer - Anthracite/Fuchsia - Tested & Working ,Dyson,https://www.ebay.com/itm/305915288841,126.17,,,,11858,Hair Dryers,3000,Used,GB,United Kingdom,Leven,0,1,mackietradinguk,100.0,3118,True,34.37,,EBAY_GB,EBAY_IE,2024-11-18 13:07:19.319363
4,405259940440,Dyson HD03 Professional Hair Dryer Supersonic Ionic ULF IIF Pink Metal Plastic,Dyson,https://www.ebay.com/itm/405259940440,183.74,,,,11858,Hair Dryers,3000,Used,JP,Japan,Osaka,0,1,ryown1123,98.0,263,True,,,EBAY_GB,EBAY_IE,2024-11-18 13:07:22.386751
5,365190167800,"Dyson Supersonic HD01 Hair Dryer, Iron & Fuchsia, Good Condition",Dyson,https://www.ebay.com/itm/365190167800,239.73,,,,11858,Hair Dryers,3000,Used,GB,United Kingdom,Tenterden,0,1,sarah031272,99.8,20401,True,47.96,,EBAY_GB,EBAY_IE,2024-11-18 13:07:26.780979
6,296731155571,Dyson Supersonic Hair Dryer Professional HD11 - Charcoal / Silver,Dyson,https://www.ebay.com/itm/296731155571,437.40,,,,11858,Haartrockner,1000,New,DE,Germany,Hamburg,1,1,labellove,98.9,6465,True,,,EBAY_DE,EBAY_IE,2024-11-18 13:07:33.766442
7,405211077159,GENUINE DYSON SUPERSONIC HAIR DRYER ATTACHMENTS TOOL SET HD01 / HD02 4XPIECES,Dyson,https://www.ebay.com/itm/405211077159?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKl3Z2f2ikJHLu0TXA6HxBRZJrmFsiw23qJ2jNSOlLYzmhDKoOleLKN9UrXOmNyfUB%2FWEDG0ueTckGrJ3CY4%2FpE59QOowzk6eRRdlsIGIXanRSGcm7kreBOTkhKAmkxdjqqphp%2BsPG9HBTlqLfzrZthJnDfntW37MoTeCOFRmWNfNkek3hFpPAo0NZDWWx4mmwA%3D,126.17,,,,11858,Hair Dryers,1500,Open box,GB,United Kingdom,London,0,100,ayatolla,98.5,585,True,34.37,,EBAY_GB,EBAY_IE,2024-11-18 13:07:35.362778
8,356079210171,[Excellent] Dyson Supersonic Ionic HD01 ULF WSN Hair Dryer White 100V 1 day ship,Dyson,https://www.ebay.com/itm/356079210171,156.88,,,,11858,Hair Dryers,3000,Used,JP,Japan,Tokyo,0,1,st-store-tokyo,99.7,695,True,,,EBAY_GB,EBAY_IE,2024-11-18 13:07:38.262690
9,387602626687,Dyson hd03 supersonic hair dryer 1600w iron fuchsia/anthracite,Dyson,https://www.ebay.com/itm/387602626687,400.41,,,,11858,Asciugacapelli,1000,New,IT,Italy,Battipaglia,0,1,clstore_eu,98.7,1284,True,,,EBAY_IT,EBAY_IE,2024-11-18 13:07:38.875249
10,405304973589,Dyson Supersonic Hair Dryer Fuchsia Blue Japan HD03 ULF IIB,Dyson,https://www.ebay.com/itm/405304973589,175.23,,,,11858,Hair Dryers,3000,Used,JP,Japan,Hyogo,0,1,tetsuya09,99.5,1277,True,,,EBAY_GB,EBAY_IE,2024-11-18 13:07:43.699325
