item_id,price_usd,original_price_usd,discount_percentage,discount_amount_usd,shipping_cost_usd,date_time
326199296079,169.0,,,,0.0,2024-11-19 16:45:36.841786
267044742969,249.99,,,,,2024-11-19 16:45:37.592315
156473971688,129.99,,,,0.0,2024-11-19 16:45:38.462809
196402630656,196.35,,,,,2024-11-19 16:45:39.681422
126770798621,720.0,,,,25.0,2024-11-19 16:45:40.612748
395536457352,179.99,,,,0.0,2024-11-19 16:45:41.294496
305913865564,180.0,,,,,2024-11-19 16:45:42.084241
254856126065,314.99,,,,0.0,2024-11-19 16:45:42.726072
375698176681,149.0,,,,,2024-11-19 16:45:43.623593
226431750855,199.0,,,,0.0,2024-11-19 16:45:44.774457
156411261225,399.0,,,,0.0,2024-11-19 16:45:45.567732
135281325801,130.0,,,,0.0,2024-11-19 16:45:46.371349
276310291490,289.9,,,,0.0,2024-11-19 16:45:47.114971
266211290582,149.25,,,,0.0,2024-11-19 16:45:48.095014
335671413600,173.0,,,,0.0,2024-11-19 16:45:49.255392
404972541447,209.99,,,,19.95,2024-11-19 16:45:50.506681
305776719900,204.95,,,,0.0,2024-11-19 16:45:51.288282
166606614789,359.99,399.0,10.0,39.01,0.0,2024-11-19 16:45:52.180597
255673179451,539.69,,,,49.99,2024-11-19 16:45:53.026657
255723553892,349.99,,,,0.0,2024-11-19 16:45:53.918679
167086043417,349.99,,,,0.0,2024-11-19 16:45:54.815951
335674303542,99.99,,,,0.0,2024-11-19 16:45:55.648529
256253814518,699.99,,,,0.0,2024-11-19 16:45:56.320075
176681870891,233.99,,,,0.0,2024-11-19 16:45:58.155670
276328250757,274.9,,,,0.0,2024-11-19 16:45:58.891815
166743616488,227.33,431.93,47.0,204.6,0.0,2024-11-19 16:45:59.815281
196787235687,120.0,,,,0.0,2024-11-19 16:46:00.747334
255921610118,142.49,,,,,2024-11-19 16:46:02.182036
226217208581,475.0,,,,10.0,2024-11-19 16:46:03.064567
276529072012,189.0,,,,0.0,2024-11-19 16:46:05.704481
335361424468,150.0,,,,0.0,2024-11-19 16:46:06.963695
116395238056,210.0,,,,,2024-11-19 16:46:07.760493
185931256951,400.0,,,,0.0,2024-11-19 16:46:09.863690
395746407620,124.99,,,,0.0,2024-11-19 16:46:10.579117
286129440728,550.0,,,,0.0,2024-11-19 16:46:11.331071
196774768160,279.99,,,,,2024-11-19 16:46:12.216915
256670891734,399.99,,,,0.0,2024-11-19 16:46:13.500453
266977222151,139.5,,,,,2024-11-19 16:46:14.352600
226389242207,380.0,,,,0.0,2024-11-19 16:46:15.196276
285786993991,249.9,,,,29.95,2024-11-19 16:46:16.024402
315669243723,179.88,,,,0.0,2024-11-19 16:46:16.805904
226455436151,245.0,,,,,2024-11-19 16:46:19.307793
256243143816,399.99,,,,0.0,2024-11-19 16:46:20.292440
285762285892,239.9,,,,29.97,2024-11-19 16:46:21.151962
196726859266,619.0,,,,0.0,2024-11-19 16:46:21.964431
176688892741,164.22,,,,0.0,2024-11-19 16:46:23.562034
356043835093,269.99,,,,0.0,2024-11-19 16:46:24.429540
405115282559,214.99,,,,19.95,2024-11-19 16:46:25.245627
256685810948,399.99,,,,0.0,2024-11-19 16:46:26.222250
386616914289,299.99,,,,0.0,2024-11-19 16:46:27.137138
364942084699,239.5,,,,,2024-11-19 16:46:28.067343
284063408211,199.95,399.9,50.0,199.95,0.0,2024-11-19 16:46:29.272971
135005445615,195.25,275.0,29.0,79.75,0.0,2024-11-19 16:46:29.996933
167053709547,484.78,930.39,48.0,445.61,0.0,2024-11-19 16:46:30.903310
315119654876,199.0,,,,14.99,2024-11-19 16:46:31.936202
326340497998,229.99,,,,0.0,2024-11-19 16:46:32.734398
296776820362,149.0,,,,0.0,2024-11-19 16:46:33.437519
315891756477,124.0,155.0,20.0,31.0,,2024-11-19 16:46:34.215004
305778357304,144.95,,,,0.0,2024-11-19 16:46:35.812985
276353162457,333.43,378.9,12.0,45.47,31.97,2024-11-19 16:46:36.536921
356207035528,259.99,,,,29.99,2024-11-19 16:46:37.271008
375802108263,289.99,,,,0.0,2024-11-19 16:46:38.049344
176509469449,94.99,99.99,5.0,5.0,0.0,2024-11-19 16:46:38.874991
226325994648,125.0,,,,,2024-11-19 16:46:39.641361
256334040727,374.99,,,,0.0,2024-11-19 16:46:40.524319
166837350728,134.49,,,,,2024-11-19 16:46:41.301149
285922275629,225.0,,,,29.95,2024-11-19 16:46:42.330521
305633946649,81.0,,,,,2024-11-19 16:46:43.556156
375777850008,225.0,,,,,2024-11-19 16:46:44.370007
296800690789,159.95,,,,0.0,2024-11-19 16:46:45.149107
135220817502,299.0,,,,,2024-11-19 16:46:46.785190
335292964163,170.99,189.99,10.0,19.0,0.0,2024-11-19 16:46:48.089838
325829711716,149.0,,,,0.0,2024-11-19 16:46:48.965447
176098754883,174.99,,,,0.0,2024-11-19 16:46:49.847584
395892355503,125.0,,,,25.0,2024-11-19 16:46:50.700908
166777081627,99.99,,,,29.99,2024-11-19 16:46:51.436882
375792977860,150.0,,,,,2024-11-19 16:46:52.226428
256685782237,499.99,,,,0.0,2024-11-19 16:46:52.957733
356248002350,399.99,,,,0.0,2024-11-19 16:46:53.661665
235814400145,134.96,149.95,10.0,14.99,69.99,2024-11-19 16:46:54.506653
276404012345,209.95,,,,29.97,2024-11-19 16:46:55.278531
395840817039,299.99,,,,0.0,2024-11-19 16:46:56.121551
393999410471,224.9,,,,0.0,2024-11-19 16:46:57.362561
175861685037,249.0,,,,27.0,2024-11-19 16:46:58.306974
256308552701,374.99,,,,0.0,2024-11-19 16:46:59.079378
256280178946,624.99,,,,0.0,2024-11-19 16:46:59.885834
395852579054,269.99,,,,29.99,2024-11-19 16:47:00.655230
356258143738,120.0,,,,,2024-11-19 16:47:01.987410
176665574251,189.99,,,,0.0,2024-11-19 16:47:02.737427
286085870825,148.0,,,,0.0,2024-11-19 16:47:03.464854
405346833646,349.99,,,,0.0,2024-11-19 16:47:04.774030
286085739207,218.0,,,,0.0,2024-11-19 16:47:05.597156
405125208059,214.99,,,,19.95,2024-11-19 16:47:06.475764
186789153693,101.99,119.99,15.0,18.0,0.0,2024-11-19 16:47:07.365582
126677277874,149.0,,,,,2024-11-19 16:47:08.233145
165498814926,99.99,,,,,2024-11-19 16:47:09.658596
296801312777,599.0,,,,60.0,2024-11-19 16:47:11.045720
126780889072,169.0,,,,21.05,2024-11-19 16:47:12.117632
285706884548,249.9,,,,29.97,2024-11-19 16:47:13.098335
145818169079,269.0,,,,,2024-11-19 16:47:14.118684
186673685854,854.99,,,,25.0,2024-11-19 16:47:15.129134
404956779725,349.99,,,,19.95,2024-11-19 16:47:16.474684
356100748710,225.0,,,,0.0,2024-11-19 16:47:17.309465
176674968876,99.99,,,,0.0,2024-11-19 16:47:18.141872
296176594536,300.0,,,,,2024-11-19 16:47:19.577682
304827143963,249.95,,,,29.95,2024-11-19 16:47:20.462170
325656999504,265.0,,,,25.0,2024-11-19 16:47:21.433762
256101068780,539.69,,,,49.99,2024-11-19 16:47:22.511466
166946818926,750.0,,,,0.0,2024-11-19 16:47:23.647382
256221154196,499.99,,,,0.0,2024-11-19 16:47:24.566208
286068891833,130.0,,,,25.0,2024-11-19 16:47:25.239969
387073694220,120.0,,,,0.0,2024-11-19 16:47:26.116229
335676885092,420.0,,,,0.0,2024-11-19 16:47:27.714781
375497434034,145.0,,,,,2024-11-19 16:47:28.555650
255723527767,249.99,,,,0.0,2024-11-19 16:47:29.880528
315810838646,130.0,,,,,2024-11-19 16:47:30.649820
296716402980,799.99,,,,0.0,2024-11-19 16:47:31.489794
325784038283,149.0,,,,0.0,2024-11-19 16:47:32.426535
325896449252,85.0,,,,,2024-11-19 16:47:35.780600
276687611093,225.0,,,,,2024-11-19 16:47:36.542939
116196688204,115.0,,,,34.95,2024-11-19 16:47:37.323805
225722044963,229.99,,,,0.0,2024-11-19 16:47:38.075314
167053458161,100.0,,,,,2024-11-19 16:47:39.153062
395872034129,329.99,,,,29.99,2024-11-19 16:47:41.024777
256297757912,424.99,,,,0.0,2024-11-19 16:47:42.563911
315786347927,289.0,,,,19.99,2024-11-19 16:47:43.253953
335652229937,134.96,149.95,10.0,14.99,69.99,2024-11-19 16:47:44.067478
395230960003,239.95,,,,39.95,2024-11-19 16:47:44.895180
335588671118,170.97,189.97,10.0,19.0,0.0,2024-11-19 16:47:45.697484
167088179314,354.99,,,,0.0,2024-11-19 16:47:46.486154
311350475900,399.99,,,,0.0,2024-11-19 16:47:47.387141
311488713108,399.99,,,,28.0,2024-11-19 16:47:48.548532
256247459811,279.0,,,,0.0,2024-11-19 16:47:50.005750
146196583166,379.97,,,,0.0,2024-11-19 16:47:51.338892
135309220068,180.0,,,,,2024-11-19 16:47:52.523749
126556594742,349.99,,,,0.0,2024-11-19 16:47:53.252410
335673960703,186.99,219.99,15.0,33.0,0.0,2024-11-19 16:47:53.986494
267019491749,99.88,,,,29.88,2024-11-19 16:47:54.669901
166993872544,367.99,459.99,20.0,92.0,0.0,2024-11-19 16:47:55.405557
196387164174,372.99,,,,0.0,2024-11-19 16:47:56.087136
334697656423,139.99,199.99,30.0,60.0,0.0,2024-11-19 16:47:57.330600
375597901429,219.99,,,,36.26,2024-11-19 16:47:58.080182
156255227783,199.99,,,,0.0,2024-11-19 16:47:59.874898
325804198457,169.0,,,,0.0,2024-11-19 16:48:01.923659
305892681056,379.95,,,,0.0,2024-11-19 16:48:02.842536
204902854780,84.15,99.0,15.0,14.85,,2024-11-19 16:48:04.029256
276618971051,329.99,,,,0.0,2024-11-19 16:48:04.848033
392912929051,239.9,,,,14.95,2024-11-19 16:48:05.678442
256373698610,499.99,,,,0.0,2024-11-19 16:48:06.988826
387235447705,400.0,,,,0.0,2024-11-19 16:48:08.062415
395642100783,319.99,,,,0.0,2024-11-19 16:48:09.284444
325806266774,129.0,,,,0.0,2024-11-19 16:48:10.078900
326321815250,114.98,,,,0.0,2024-11-19 16:48:11.912317
116123923727,287.0,449.99,36.0,162.99,0.0,2024-11-19 16:48:12.726160
387410003402,200.0,,,,,2024-11-19 16:48:14.345785
134968768004,509.99,,,,0.0,2024-11-19 16:48:15.081069
375765436039,499.99,,,,9.99,2024-11-19 16:48:15.887010
176665583736,179.99,,,,0.0,2024-11-19 16:48:16.632959
156528140616,149.99,,,,0.0,2024-11-19 16:48:17.451464
326319865868,199.99,,,,0.0,2024-11-19 16:48:18.621582
126695451885,105.0,,,,19.99,2024-11-19 16:48:19.458146
285670425938,169.9,,,,12.97,2024-11-19 16:48:20.299023
204981179949,178.6,,,,,2024-11-19 16:48:21.281524
135370979087,349.0,,,,0.0,2024-11-19 16:48:22.294314
305837490282,145.0,,,,,2024-11-19 16:48:23.116158
305616524365,139.99,,,,,2024-11-19 16:48:25.332331
232552813373,399.53,,,,49.77,2024-11-19 16:48:26.103836
167059507954,349.99,,,,19.99,2024-11-19 16:48:27.213779
176490037133,349.99,,,,0.0,2024-11-19 16:48:28.024909
226184898086,135.0,,,,0.0,2024-11-19 16:48:28.825846
156491432629,485.0,,,,0.0,2024-11-19 16:48:29.573472
256283565276,324.99,,,,0.0,2024-11-19 16:48:30.876469
276358456479,219.9,,,,29.9,2024-11-19 16:48:31.710895
356257619252,180.0,,,,38.71,2024-11-19 16:48:33.359061
167069468121,314.46,597.47,47.0,283.01,0.0,2024-11-19 16:48:35.212045
126776110126,319.95,,,,,2024-11-19 16:48:36.532325
166008706866,105.0,,,,,2024-11-19 16:48:37.361427
226407107141,514.95,,,,0.0,2024-11-19 16:48:38.117525
285913103808,150.0,,,,,2024-11-19 16:48:39.317596
286139607863,154.99,,,,0.0,2024-11-19 16:48:40.253120
196811896132,379.95,,,,17.95,2024-11-19 16:48:41.138035
176686428095,499.99,,,,0.0,2024-11-19 16:48:41.894238
226368865594,150.0,,,,,2024-11-19 16:48:43.785560
315430544952,99.0,,,,0.0,2024-11-19 16:48:44.651492
255528818938,224.99,,,,0.0,2024-11-19 16:48:45.555798
394955804168,215.0,,,,0.0,2024-11-19 16:48:46.729505
335572469588,295.95,,,,0.0,2024-11-19 16:48:47.557254
176583036470,284.99,,,,0.0,2024-11-19 16:48:48.333328
364109733716,84.59,93.99,10.0,9.4,35.0,2024-11-19 16:48:51.310638
315783656715,475.0,,,,,2024-11-19 16:48:52.203896
335292950245,161.99,179.99,10.0,18.0,0.0,2024-11-19 16:48:53.217148
387512633277,520.0,,,,0.0,2024-11-19 16:48:53.913535
176103705854,154.99,,,,0.0,2024-11-19 16:48:54.669507
115877733836,138.0,,,,35.0,2024-11-19 16:48:55.687359
156090070169,365.49,429.99,15.0,64.5,0.0,2024-11-19 16:48:56.493506
126309854560,429.0,,,,0.0,2024-11-19 16:48:57.324139
296666672667,229.0,,,,,2024-11-19 16:48:58.053307
266422240283,299.95,,,,44.95,2024-11-19 16:48:59.158229
176294551979,135.0,150.0,10.0,15.0,49.5,2024-11-19 16:48:59.946908
285681053561,229.9,,,,19.95,2024-11-19 16:49:00.821481
365131852963,120.0,,,,,2024-11-19 16:49:01.875391
285789951117,249.9,,,,29.9,2024-11-19 16:49:02.740439
235746974487,320.75,,,,0.0,2024-11-19 16:49:04.376245
296591254761,349.0,380.0,8.0,31.0,0.0,2024-11-19 16:49:05.075826
226400369925,274.95,,,,0.0,2024-11-19 16:49:05.873479
204973766979,299.95,,,,,2024-11-19 16:49:06.789263
276717936178,109.9,,,,14.97,2024-11-19 16:49:08.821457
125493361089,230.0,,,,,2024-11-19 16:49:09.613386
226320192313,109.18,,,,,2024-11-19 16:49:10.422204
156483593523,129.99,,,,0.0,2024-11-19 16:49:11.253170
156345187712,100.0,,,,,2024-11-19 16:49:12.188582
176664526527,104.97,,,,10.0,2024-11-19 16:49:13.256511
305814254454,218.0,,,,0.0,2024-11-19 16:49:13.941446
176463873212,124.99,,,,0.0,2024-11-19 16:49:14.659255
395622675600,483.0,,,,18.0,2024-11-19 16:49:15.527557
135312126368,259.0,,,,,2024-11-19 16:49:17.785727
235034165528,199.0,,,,,2024-11-19 16:49:18.741323
156404947662,329.0,,,,0.0,2024-11-19 16:49:19.580068
356257619264,180.0,,,,18.72,2024-11-19 16:49:20.392884
355938093277,279.99,,,,0.0,2024-11-19 16:49:21.399491
276654201420,389.99,,,,0.0,2024-11-19 16:49:22.638106
315865224582,149.99,,,,0.0,2024-11-19 16:49:25.450738
135113257674,129.0,,,,0.0,2024-11-19 16:49:26.302667
286129656018,265.0,,,,,2024-11-19 16:49:27.171927
126601280064,275.0,,,,,2024-11-19 16:49:28.315969
305853423392,129.0,,,,,2024-11-19 16:49:29.111913
255822723693,299.99,,,,0.0,2024-11-19 16:49:30.154575
115888757166,135.0,,,,,2024-11-19 16:49:31.884862
276618977284,289.99,432.95,33.0,142.96,0.0,2024-11-19 16:49:32.805804
305821540520,150.0,,,,0.0,2024-11-19 16:49:34.401420
234687323077,249.95,,,,,2024-11-19 16:49:35.258542
375599545844,96.0,,,,12.99,2024-11-19 16:49:36.146622
125267142155,538.99,,,,,2024-11-19 16:49:37.270198
186697851919,175.0,,,,38.0,2024-11-19 16:49:38.090070
296589080816,451.49,669.99,33.0,218.5,0.0,2024-11-19 16:49:38.928764
256717503795,259.99,,,,0.0,2024-11-19 16:49:40.954521
256630861164,189.99,,,,,2024-11-19 16:49:42.378173
267006105974,250.0,,,,0.0,2024-11-19 16:49:43.401188
235739299758,239.95,,,,0.0,2024-11-19 16:49:44.238596
285829361627,157.97,,,,28.98,2024-11-19 16:49:45.568177
256685871014,224.99,,,,0.0,2024-11-19 16:49:46.583067
295782242233,249.0,,,,,2024-11-19 16:49:47.596994
326257887107,199.0,,,,0.0,2024-11-19 16:49:48.363525
176686500291,400.0,,,,,2024-11-19 16:49:49.698815
276271242729,349.98,,,,10.0,2024-11-19 16:49:50.615414
145605263324,95.0,,,,,2024-11-19 16:49:51.490995
285702292434,338.71,384.9,12.0,46.19,0.0,2024-11-19 16:49:52.261221
126527078935,475.0,,,,0.0,2024-11-19 16:49:53.074922
285840582226,264.9,,,,29.97,2024-11-19 16:49:54.050792
315418366352,179.88,,,,0.0,2024-11-19 16:49:56.932906
126703483143,320.0,,,,,2024-11-19 16:49:57.793704
146094478813,200.0,,,,,2024-11-19 16:49:59.070137
156286582163,180.0,,,,,2024-11-19 16:49:59.795728
256162900415,349.99,,,,0.0,2024-11-19 16:50:00.656947
266326131114,142.49,,,,,2024-11-19 16:50:01.728784
326258076380,159.0,,,,0.0,2024-11-19 16:50:02.751997
356228247714,569.99,,,,,2024-11-19 16:50:03.994089
364554834476,799.0,1149.99,31.0,350.99,0.0,2024-11-19 16:50:04.801568
326327323735,274.95,,,,0.0,2024-11-19 16:50:05.554192
256698219573,474.99,,,,0.0,2024-11-19 16:50:06.538482
135274971834,409.63,,,,9.99,2024-11-19 16:50:08.082819
226407343667,199.0,,,,,2024-11-19 16:50:09.112791
176064817489,219.99,,,,19.99,2024-11-19 16:50:10.229764
305894546489,300.0,,,,,2024-11-19 16:50:11.761665
394056547190,319.9,,,,19.98,2024-11-19 16:50:12.902049
276329628339,259.9,,,,29.97,2024-11-19 16:50:13.720883
381410284877,399.99,,,,28.0,2024-11-19 16:50:14.439029
326012085209,289.99,,,,0.0,2024-11-19 16:50:15.735628
381626930085,399.95,,,,28.0,2024-11-19 16:50:16.881879
382133369034,249.99,,,,24.99,2024-11-19 16:50:17.653788
156511956173,141.16,153.43,8.0,12.27,0.0,2024-11-19 16:50:18.397623
266956945956,270.0,300.0,10.0,30.0,45.0,2024-11-19 16:50:19.685760
226422218455,270.0,,,,0.0,2024-11-19 16:50:20.483904
335477106033,99.0,,,,0.0,2024-11-19 16:50:22.102168
392854238748,86.39,95.99,10.0,9.6,0.0,2024-11-19 16:50:23.483784
395534067509,179.99,,,,7.0,2024-11-19 16:50:24.375832
266984366017,275.99,,,,20.0,2024-11-19 16:50:25.126942
382517053064,259.99,,,,29.99,2024-11-19 16:50:25.961432
176569260070,334.99,,,,0.0,2024-11-19 16:50:26.780118
355646123750,349.99,,,,0.0,2024-11-19 16:50:28.063515
395387464242,189.99,,,,7.0,2024-11-19 16:50:28.855976
256086071005,199.99,,,,0.0,2024-11-19 16:50:29.787728
356269290176,205.0,,,,20.0,2024-11-19 16:50:30.609415
167086297725,233.69,444.01,47.0,210.32,0.0,2024-11-19 16:50:31.966774
156026865599,199.99,,,,0.0,2024-11-19 16:50:33.232353
256616876726,637.55,,,,,2024-11-19 16:50:33.949776
145929493963,189.99,,,,50.0,2024-11-19 16:50:34.853407
175846352966,299.99,,,,29.99,2024-11-19 16:50:35.655818
145990735538,354.98,,,,17.0,2024-11-19 16:50:36.455902
176459487012,975.0,,,,0.0,2024-11-19 16:50:37.326981
315413626224,290.0,,,,15.0,2024-11-19 16:50:38.103039
304756716109,119.95,,,,59.95,2024-11-19 16:50:42.126376
204752383735,449.99,,,,0.0,2024-11-19 16:50:43.026125
234101595217,250.0,,,,,2024-11-19 16:50:43.848053
116375933219,299.99,,,,0.0,2024-11-19 16:50:44.936529
315969591964,522.56,,,,,2024-11-19 16:50:46.265895
176616322468,199.99,,,,0.0,2024-11-19 16:50:47.454889
394958622910,329.0,,,,0.0,2024-11-19 16:50:48.337931
145990945033,129.0,,,,,2024-11-19 16:50:49.239407
387267766625,649.0,,,,0.0,2024-11-19 16:50:50.081020
255736397452,199.99,,,,0.0,2024-11-19 16:50:50.802438
166079213496,449.67,,,,0.0,2024-11-19 16:50:52.056414
156026898091,225.0,,,,0.0,2024-11-19 16:50:52.922527
387462996991,420.0,,,,20.0,2024-11-19 16:50:53.626129
126192145191,175.0,,,,,2024-11-19 16:50:54.798113
175422793416,200.0,,,,35.0,2024-11-19 16:50:55.591088
286162175373,149.9,,,,0.0,2024-11-19 16:50:56.208127
176454710895,299.99,,,,0.0,2024-11-19 16:50:56.971815
196340732394,149.0,,,,,2024-11-19 16:50:57.869238
266969664490,420.0,,,,0.0,2024-11-19 16:50:58.680442
166970172684,95.0,,,,,2024-11-19 16:50:59.426504
176652840922,344.99,,,,14.99,2024-11-19 16:51:01.498979
365178079867,130.0,,,,,2024-11-19 16:51:02.267657
296305157927,399.95,,,,0.0,2024-11-19 16:51:03.089123
395304510874,180.99,,,,0.0,2024-11-19 16:51:04.178508
335643705803,227.95,,,,,2024-11-19 16:51:05.544114
305908558676,499.96,,,,,2024-11-19 16:51:06.243542
286168471547,399.9,,,,26.9,2024-11-19 16:51:07.799597
356253738987,200.0,,,,,2024-11-19 16:51:08.666705
286085666170,218.0,,,,0.0,2024-11-19 16:51:09.495013
176149737292,449.99,,,,0.0,2024-11-19 16:51:10.356346
176666618181,398.99,,,,40.0,2024-11-19 16:51:11.090863
356258189652,384.0,,,,15.0,2024-11-19 16:51:11.803476
146136940456,680.0,,,,,2024-11-19 16:51:12.688830
167067006730,784.99,960.99,18.0,176.0,0.0,2024-11-19 16:51:13.474200
155875472212,349.99,,,,0.0,2024-11-19 16:51:14.506153
304970119507,99.95,,,,59.95,2024-11-19 16:51:15.235165
266656767656,179.99,,,,14.99,2024-11-19 16:51:16.039318
166970678820,248.85,472.82,47.0,223.97,0.0,2024-11-19 16:51:16.820161
335568252351,570.0,,,,0.0,2024-11-19 16:51:18.791493
364904060999,355.0,,,,20.0,2024-11-19 16:51:20.068412
264777250950,699.99,,,,0.0,2024-11-19 16:51:22.672557
235827263401,549.99,,,,0.0,2024-11-19 16:51:23.406713
146140497618,859.95,,,,0.0,2024-11-19 16:51:24.987927
256685918133,299.99,,,,0.0,2024-11-19 16:51:25.722302
315577013473,599.99,,,,0.0,2024-11-19 16:51:26.831701
267023401540,89.0,,,,,2024-11-19 16:51:28.622447
256253640483,299.99,,,,0.0,2024-11-19 16:51:29.951044
226375294808,350.0,,,,,2024-11-19 16:51:31.513947
256348979295,324.99,,,,0.0,2024-11-19 16:51:32.401236
135176473377,159.57,,,,0.0,2024-11-19 16:51:33.485215
186700612607,674.99,,,,49.99,2024-11-19 16:51:34.410453
285724378981,269.9,,,,0.0,2024-11-19 16:51:35.146967
395327527293,660.0,,,,0.0,2024-11-19 16:51:35.929564
395156571257,220.0,,,,,2024-11-19 16:51:36.710814
276357813480,219.9,,,,29.97,2024-11-19 16:51:37.568466
146191149022,350.0,,,,,2024-11-19 16:51:38.443673
176665398836,219.99,,,,4.99,2024-11-19 16:51:39.206112
395789327794,199.0,,,,60.0,2024-11-19 16:51:40.081009
375579679677,318.88,,,,0.0,2024-11-19 16:51:40.807656
145949787918,589.99,,,,0.0,2024-11-19 16:51:41.636053
176569207313,399.99,,,,0.0,2024-11-19 16:51:42.343789
116271009185,334.99,,,,0.0,2024-11-19 16:51:43.218677
255723518172,224.99,,,,0.0,2024-11-19 16:51:44.468753
176440157605,150.0,,,,,2024-11-19 16:51:46.188461
175909834379,649.99,,,,0.0,2024-11-19 16:51:47.048253
395601950455,160.0,,,,29.99,2024-11-19 16:51:47.798349
116027569852,220.0,,,,,2024-11-19 16:51:48.899466
356123303295,300.0,,,,,2024-11-19 16:51:49.712388
166808369256,459.0,,,,0.0,2024-11-19 16:51:50.604667
175864836478,112.5,125.0,10.0,12.5,39.5,2024-11-19 16:51:51.276923
315603488632,100.0,,,,,2024-11-19 16:51:52.144517
235615579213,100.0,,,,,2024-11-19 16:51:53.448944
256698185624,524.99,,,,0.0,2024-11-19 16:51:54.152015
266621272818,275.99,,,,20.0,2024-11-19 16:51:55.340570
256687001459,299.99,,,,0.0,2024-11-19 16:51:56.528086
276650320029,149.9,,,,29.97,2024-11-19 16:51:57.637489
325804237775,149.0,,,,0.0,2024-11-19 16:51:58.454322
326178556186,278.0,,,,,2024-11-19 16:51:59.297615
325828854469,199.0,,,,0.0,2024-11-19 16:52:00.133280
325821900085,115.0,,,,35.0,2024-11-19 16:52:01.253877
395658998683,569.99,,,,,2024-11-19 16:52:02.506262
387267787244,739.0,,,,0.0,2024-11-19 16:52:03.316409
395855262752,150.0,,,,,2024-11-19 16:52:04.517103
186435467072,150.0,,,,,2024-11-19 16:52:06.239662
176571051736,449.9,,,,0.0,2024-11-19 16:52:06.976076
355839170747,200.0,,,,,2024-11-19 16:52:07.703032
325804163892,149.0,,,,0.0,2024-11-19 16:52:08.442148
394916859535,179.0,,,,0.0,2024-11-19 16:52:09.219942
276310297226,239.9,,,,,2024-11-19 16:52:10.890088
205045033312,125.0,,,,0.0,2024-11-19 16:52:12.775577
325518014006,475.0,,,,0.0,2024-11-19 16:52:14.699374
235814008869,150.0,,,,,2024-11-19 16:52:15.881258
155909675508,699.9,,,,0.0,2024-11-19 16:52:16.662493
256286432470,349.99,,,,0.0,2024-11-19 16:52:17.458725
285988403525,100.0,,,,30.0,2024-11-19 16:52:18.733182
404962611804,349.99,,,,19.95,2024-11-19 16:52:20.075391
156475142103,299.0,,,,,2024-11-19 16:52:20.798914
196149607163,309.0,,,,0.0,2024-11-19 16:52:21.606944
286139625902,148.99,,,,0.0,2024-11-19 16:52:22.430706
175922548291,199.99,,,,0.0,2024-11-19 16:52:23.311285
166631007238,208.74,396.61,47.0,187.87,0.0,2024-11-19 16:52:24.067098
266946913181,150.0,,,,50.0,2024-11-19 16:52:24.881035
116308404930,115.69,129.99,11.0,14.3,0.0,2024-11-19 16:52:26.065193
176569246425,324.99,,,,0.0,2024-11-19 16:52:27.928409
196736926196,83.93,119.9,30.0,35.97,,2024-11-19 16:52:29.301866
116308408275,113.91,127.99,11.0,14.08,0.0,2024-11-19 16:52:30.117928
126779670660,499.99,,,,,2024-11-19 16:52:32.613058
335373447831,209.99,299.99,30.0,90.0,0.0,2024-11-19 16:52:33.448932
381245232253,469.99,,,,0.0,2024-11-19 16:52:34.205645
356199500695,193.5,215.0,10.0,21.5,,2024-11-19 16:52:35.051955
175743138711,224.99,,,,0.0,2024-11-19 16:52:35.806582
286134048524,338.95,846.99,60.0,508.04,0.0,2024-11-19 16:52:36.585034
226219747401,135.0,,,,,2024-11-19 16:52:38.414158
176621113598,220.0,,,,,2024-11-19 16:52:42.642611
364985066651,125.0,,,,,2024-11-19 16:52:43.417623
134607288154,300.0,,,,60.0,2024-11-19 16:52:44.289899
313614522788,349.99,,,,24.78,2024-11-19 16:52:45.153247
305904019370,179.99,,,,29.99,2024-11-19 16:52:45.943559
305903566566,275.0,,,,,2024-11-19 16:52:47.413185
166995067869,299.0,,,,,2024-11-19 16:52:48.815813
395862964595,389.99,,,,,2024-11-19 16:52:49.642177
167073370747,266.99,507.28,47.0,240.29,0.0,2024-11-19 16:52:50.392294
387248721754,500.0,,,,0.0,2024-11-19 16:52:51.688356
276693424841,235.0,,,,,2024-11-19 16:52:52.872311
176408071082,429.0,,,,0.0,2024-11-19 16:52:53.768100
304570255453,399.0,,,,0.0,2024-11-19 16:52:54.510054
175712032529,479.99,,,,29.99,2024-11-19 16:52:55.247227
126632121000,120.0,,,,,2024-11-19 16:52:56.008864
285832750305,239.9,,,,34.9,2024-11-19 16:52:56.760907
226438988376,250.0,,,,9.99,2024-11-19 16:52:57.482230
176425019337,115.0,,,,,2024-11-19 16:52:58.599094
395634590006,200.0,,,,0.0,2024-11-19 16:52:59.506612
176039384603,200.0,,,,0.0,2024-11-19 16:53:00.224066
167093853255,384.63,730.8,47.0,346.17,0.0,2024-11-19 16:53:01.538069
256543648036,414.99,,,,0.0,2024-11-19 16:53:02.425266
305635708977,91.0,,,,,2024-11-19 16:53:03.265326
285915062647,249.99,,,,0.0,2024-11-19 16:53:04.121905
235718924534,135.0,,,,,2024-11-19 16:53:04.921933
387491198320,124.95,,,,,2024-11-19 16:53:05.808102
285991507540,325.0,,,,0.0,2024-11-19 16:53:07.514601
145724300632,289.0,,,,0.0,2024-11-19 16:53:08.366149
195662172025,160.0,,,,45.0,2024-11-19 16:53:09.238269
